company,job_title,location,company_rating,job_age,job_link,oppurtunita_carriera,stipendio_e_benefit,cultura_e_valori,dirigenti_senior,equilibrio_lavoro_vita_privata,sede_centrale,dimensioni,tipo,entrate,fondata_nel,settore,segmento,scraping_date
Nuova Sicam SRL,Progettista Elettrico,Italia,,2 g,https://www.glassdoor.it/partner/jobListing.htm?pos=111&ao=1110586&s=58&guid=0000018669363b8cbf98b6c58eb6c6ed&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_da4cd67d&cb=1676802407559&jobListingId=1008476404051&cpc=036CEF58F9688075&jrtk=3-0-1gpkjcetdncdv801-1gpkjceu0i9ic800-95cbd9ac837f61fa--6NYlbfkN0Bf6KOpx-k3w-LK-NHFMHKAf-bss4OsfmIyhna-Fao6HvoEnG9ys6iTtenI8c8KXP7PbgccydSNuiW_4q5NeqlXS-u9egFIlzpDkq2mRbt_fFjWC7vm3QlSnSbv8JOzPCrVcAKBr2-sr-24SUpwKuPdW1GNsmlyuQTCkonLlcRzpmhTIipMldEIn7iyVPawU94UXN4OFhACkynJDmfcYCuL35G3RellBgmcg_7Jgd4WasS6x_V0Hz90wBWAhr7Zv4LrF7qmpnlryhojLfaDUkNHTPwJBRkm7aTOclNXH4LOn23kvj2AVCF-mIw-Cx_ZzWsXgK-8C16y9G62HmOfly4gbjZFRshgTCRBwYhp-tTQ7J73gvg9i3wQ_hUmqpdD-kUiaFoTAqqIFNExm5DmZPE96AaVu-cT_vO_az8fpWEtQ-HxCX_KwJ_-g4_RSUp5WMZrE96jvoLr-1SpR9LIWsfs9QRuPFRWBx76eZlIGsbqio-d1gp7FnEZj1j0uh7U3h7rquXd0UKMBFGvdSOSQxBZX--03ve1vvZpgQ3slJaUL41eLWhSCBgrYYiQCmATOHE%3D,,,,,,nan,nan,nan,nan,0,nan,nan,2023-02-19
Erga S.r.l.,Operatore Turistico,Sardegna,,19 g,https://www.glassdoor.it/partner/jobListing.htm?pos=112&ao=1110586&s=58&guid=0000018669363b8cbf98b6c58eb6c6ed&src=GD_JOB_AD&t=SR&vt=w&cs=1_ee7777c4&cb=1676802407559&jobListingId=1008439427174&cpc=59DEFF8D475298C3&jrtk=3-0-1gpkjcetdncdv801-1gpkjceu0i9ic800-16f20c59446ff952--6NYlbfkN0BytWipstCyveKkw9FlHucwf8c9OEfcNK6kJ3VVRANJxJbWkJbVhuVmkiwDTlZdYv7UJzn6F6_So6LtOM_v9Z9FzOF8PdFuPe_x7YBgShEPq8cNS1jPRFT9nwE2OUlx5spN3KViaihpJEWvVVPCjhUPSK314o8MOwV5a5kOsMM9E1-77X6-r5geGcWQNagouqLda92KGbtqQF6d4rPfU64QyhAqtGTjU71Dm2Gbh8rfJBIZJH0TOV52wdDpzySZ2_E-j8sYZi_vigkxgWVcIZaK0k8fKdytF9vDjqjiBbRCrawnoEvHy7WegDZGdk-nCcVbuvp1p-E7kzTA4fGJ6ln1ZscErXkcPMR1Bn8BU-1QDPAHwudXd1DCoGE7tCdq27R0EOAY_CaqS5Aew1o2pFpOH9HRhkz7cPrm5V9G4VPCg922oa7PindjctnMs_98FEsoMe7mnzqzRI18aalc23L6565-ARjGNtRonuXV4aKpNTuLK1idYWo2MTtICMOGhQTVmGQ1CIBAO_3Q9z87tqTkqc4v-b1VinIv83tEj1e7hAdYSK3uBOxp,,,,,,nan,nan,nan,nan,0,nan,nan,2023-02-19
Doppio Malto,Cameriere,Cagliari,,22 g,https://www.glassdoor.it/partner/jobListing.htm?pos=113&ao=1110586&s=58&guid=0000018669363b8cbf98b6c58eb6c6ed&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_76f2286e&cb=1676802407559&jobListingId=1008433199483&cpc=C19BE7EA145E205E&jrtk=3-0-1gpkjcetdncdv801-1gpkjceu0i9ic800-b4d0428a5c7a4936--6NYlbfkN0C0jkC67az_l2JZOdjrYW72hY8OzNLs-wjENDeKvUUf1piesqsELzqPpEuaqx3MAOT-XHWw2gUdtv5EfooNMo_duByaiSUlECr2eOsZ_V-c1BF5UZacE4n_np2t9driaS0PdTowyNvo1YuQk9JIkA3B4UYDi-OzOIfP14FPG5d2Of6MIGnkYWCOSD4AWHA83X67sevOP7xQnFuLp6KrJq3GFDq7WwQkcKwH5maCAS2EgWe1f7W-_hvp0tJpTf9Ju9uazdfeXL5-h_jssxTxxPXycWhF-IsltynVV8axVC-yC9_T-mUA-yNBArqSviLlqC7sZLXSzSUxM1rBkmI6L7i8ZcklWOKDOt9xLRQd9RT95g2_evvXclJuZylcfWmO_6vM7NVL0-SNClRZWb7dkdcqP3G5abO7yyjINuZrVdxpvwr1gw6b2rzh6qs6Z8DfVA23Q64v-FS9rorwVlirXEFaqkbrJgUvcdcUhdRF-t6FwlX7DjgXFnO_2OXo1kJ22uWkCWURON4pb2cy_Cmqi95-EW8ZQtwXworJPTsq_T0uuLIkDhnnac47ORldjxCwhH4FLQvltQwASbn6W7Vmciah_pVawWktQ4RqjHQn-tLufXTOWnvrYq5_y6k1ujlHASc%3D,0.0,0.0,0.0,0.0,0.0,"Milano, Italia",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,0,Non_disponibile,Non_disponibile,2023-02-19
Oliver James,nan,Cagliari,4.4,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=114&ao=1110586&s=58&guid=0000018669363b8cbf98b6c58eb6c6ed&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_82a0e55d&cb=1676802407559&jobListingId=1008375394867&cpc=AF770993EC679D41&jrtk=3-0-1gpkjcetdncdv801-1gpkjceu0i9ic800-37f4ee8746a0e50f--6NYlbfkN0Ck0AVEASNN5Uu0zdRw5JP47K6jX-BTE9cCBDik-EFS8FnoKMxAOeK0OJieKOsBgfeEyciEz9ZAoP28R4klPtJH_LwJCirYgGGUcPKsiB3cjWwOD2d9endbi1EkbuRZah4XJSC3fCQf7GXlQIw-1jG8XE3CDuafRjaKBW3T5n6YGZtftCyyAW1IVcAbXId8zicgX9PxYYmH9OsUguC2oTab89lxqw8FxjbW6DHwxEHhaTQHguj60-S7S_iWYh8iPnz0yMQfqoCCpFXTN2uAO7V7AHFRtRjZiLBCg5Dk0IXFff2UWF4GIxkodwe2BWPRJWykhS9LgwxOF13ScHtcEc2wYa1Rvf-6O8K5pHfv2l-XBAc__P7ju2BB3kMDVRlLq85mqPInpVOBvonBdevJJ7zVP8-_o8ZhwjJE3K4sUGiLTeIQDvibK4OAwCWTVbytQ3wQRPPEiqYPgS61A9dzZGUiDoBzDC2ktyvKccQprn8RlRgxDtMAtdtcjyXAv8D7fEE1Qus-6oyRllkx49Sv_ULSuwRyqsPibiVOiuy4X4l8w4TJrwtFcmfQv7gVpgQXvLh8THvh7ji9Zzzd2rPkrTCfyeDVDf_51y8%3D,4.5,4.2,4.3,4.4,3.9,"Manchester, Regno Unito",Da 501 a 1.000 dipendenti,Azienda - Settore privato,$ 100 - $ 500 milioni (USD),2002,Consulenza HR,Risorse umane e selezione del personale,2023-02-19
Work. srl,Magazziniere,Cagliari,,24 h,https://www.glassdoor.it/partner/jobListing.htm?pos=115&ao=1136043&s=58&guid=0000018669363b8cbf98b6c58eb6c6ed&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d0e19de2&cb=1676802407559&jobListingId=1008480291707&jrtk=3-0-1gpkjcetdncdv801-1gpkjceu0i9ic800-d80d7d8fa62870be-,,,,,,nan,nan,nan,nan,0,nan,nan,2023-02-19
Best Green Practices Engineering,nan,Pula,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=116&ao=1110586&s=58&guid=0000018669363b8cbf98b6c58eb6c6ed&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f0119d26&cb=1676802407559&jobListingId=1008400296542&cpc=07D58528F3898F33&jrtk=3-0-1gpkjcetdncdv801-1gpkjceu0i9ic800-ff5a7bb92c7293a7--6NYlbfkN0BFsD0q0RCDZY1Glz-qElvoPWHq_7vQ6ftxaoSDgPBV0IyuLGMf6iA-n4ipmUT6KstgN34YEjf2Bg06Xf2hum3KPFVJza3Ns7cmK7PRHsaba62fjGJo4nF-mYgZIKbRUSkp4uWoxOfUfCP4i8tWJbv7EQcMqO7yKiQPhylLPdmVHjfGc4JGwFSSC1-9xc4VDdPIvdLBrQIaIAaiM12Y7WgKUZwpFQJhJsE3e7WPmeCn9sB-6iBStvNNYsYdwsxwWyryrSeHt3BpFBAH3mtmTvyRwF5HYrGT8vtJ3gpnUUzOcl-OQ-ZfnKwOUGb0q2uSWvS344hjhB-ZSEIdzVkc9THQGLKbJkpKvOdDXwBENL4LFdIcd2mO2I72npfvyIGsaELG3rUCMscEWVkISEE1HE7SNB404h5hacDIjsqWIg2v-01HpyAGNfcpEJvAvFkuI_HwC_v5waTrCPARNtWYu8WW7eTacQ1LV_fJdk2W3An9XXScU5l9ZKC20ZDvB1z1oBb_wDb1fWUhRclvi4TQk8100L4rvZCE5W0uoU1XXnkm8cMmgy3pgG4c94Ftat5HTqY%3D,,,,,,nan,nan,nan,nan,0,nan,nan,2023-02-19
Kelly Italia,Operaio di Produzione,Cagliari,3.6,23 g,https://www.glassdoor.it/partner/jobListing.htm?pos=117&ao=1110586&s=58&guid=0000018669363b8cbf98b6c58eb6c6ed&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d5281706&cb=1676802407559&jobListingId=1008430806644&cpc=1160948BCBA38B5B&jrtk=3-0-1gpkjcetdncdv801-1gpkjceu0i9ic800-477be6ba87428280--6NYlbfkN0BvUHsYu4S45ApKjIC1gOlDhdnRU-oAlI0JCG-At3CrtPfeGl05LBQ648m6Lyf5SOFXXDdHlbEY50shkvyX21AyscYBdao8QkIx2MJVq-EBw2dvVMHEEFgtadHSzY7vCefRxSW2HMjA7gWvoOHfFrAEVmgsMdjOrHiuco77QTeaab6bR_Oh3XqF97OKc_iVGQMPCx19feybrCPcF_wwpulfFJNOo_J_M5_mSE1hoSB95iXzJiAAsMoFvLbXktAndTqgPcq8JK732uxImIkGWt0jeq86TWt59b_7Yjt8Bs7i0OJL52qQrhcLvI0ngNqmyS7qwcOO4kM7AnyNZeYZnBxSiBsEDf8_kPMobAs183tNVlfGi_Lu_VToA3TnedX8q2a6BUgTp7LxcbLZdPwSgyI3-0GlC4L_1IeelQdLksH2HzrozDz9ainLBKCG1Le4cf4RAiqmr6Tl2AxoKZoBj7ITi6wMUw5l1nizfj_eUfURj5_tn0QcsEUNEq0D1hES1hfae6AVTgKbPRIfwGqdrB92oGyn3gcDGAKCRhHbczz4F6f6XM0CmY4r_dqSNk56_yE-rdiHDLiGboQfhEfs9GEu6T6mdfHOVxrgo4x3gbajzFq4-P65SHcw58_vd94LXA5LbtdCRorhYg%3D%3D,3.5,3.6,3.3,2.9,3.4,"Irving, Stati Uniti d'America",Oltre 10.000 dipendenti,Azienda quotata in borsa,Più di $ 10 miliardi (USD),1870,Energia e servizi di pubblica utilità,"Energia, estrazione mineraria, servizi di pubblica utilità",2023-02-19
Gattermayer srl Impianti e Costruzioni,Elettricista,Cagliari,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=118&ao=1110586&s=58&guid=0000018669363b8cbf98b6c58eb6c6ed&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c7ad22a0&cb=1676802407559&jobListingId=1007968063264&cpc=ACBF47B84C432121&jrtk=3-0-1gpkjcetdncdv801-1gpkjceu0i9ic800-5a77d91e3374a4cf--6NYlbfkN0BntUQoiG9A6Vj1j2ICBSOtsDDx97l6ABN76L_ni63cZdhiFvZVkwrq5JA5dCwkGzKeD01suO0fowchVZc5c3_hKozdIQVfedH4nxlpeIL0KVgXoICIlSZn7TlBQGwYpnl8yG0XHfoxNkE7RCtHIAjP54mCEFyfoFojwVtVTbvDqeH9mQYn1SQBqh4SfYcwIoT3HbuiX4FuuGZRpZGj1-KUs2hn0GTQamPw4Z7rPDWgqdK30wU5RxHvejP6EmCqk0cB5m2b8JpAdJmvpPzjYsYXDyP-5Gp96xa2Dyz0p3nwMA1Fn1Nj-c34pSmz4p9mBEurjPPUd6noiZ-HNO_TxolLtGSVtFsqG1lv-DoN40ovL9cdRsFWXtMjfLoWqc-T-yMtIsYgznbIqsYzTeTVAUQmdRjfqpFhADE9mRcniF-jEYXpKqZQMFbpRbMuwvUnE7bhdAvE_hl8G8Hq2QvyBLKrnj1zSdwGzbouWPEMHoHKtsf_XrYSv_YYYFZNDsNWUj782tSmtbw-v9qrfM3fXApjoQCuFHT8k4-L4b640R7epSeRyHNEVJKwW6GlWKPRR850d3fXoI_YrRNlZHosg9Vy4SVItzCdwFRD290BYGDvGwQsrLvhoMNf,,,,,,nan,nan,nan,nan,0,nan,nan,2023-02-19
Doppio Malto,Restaurant Manager,Cagliari,,22 g,https://www.glassdoor.it/partner/jobListing.htm?pos=119&ao=1110586&s=58&guid=0000018669363b8cbf98b6c58eb6c6ed&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2375eb68&cb=1676802407560&jobListingId=1008433143749&cpc=5C70DC7FEE0D01B1&jrtk=3-0-1gpkjcetdncdv801-1gpkjceu0i9ic800-22a99cabd4e99481--6NYlbfkN0C0jkC67az_l2JZOdjrYW72hY8OzNLs-wjENDeKvUUf1piesqsELzqPpEuaqx3MAOT-XHWw2gUdtpMOHqVj7IP2L3qH2A6zmArfK7ELC5YaoGs9z8wMHRvm9MXENeVPwCEKajFVIJI9P_YQAnH9Asyxa3kVF9mMjAdIn5axFG0rgrhU_CeBPDo_486KloRaMrjWo-JbqGEdzrw1M5OmQ8G8J36Jo89nigTdq0gyJ6YZBPPXTDRpVDbmWHMIklsRkMeRDd69f1C-cxgX2s3k2LHybEQ8I9XF0qQBFTbUm6RGFX1xJAmyHIJXLReKUY6Xx0cOYifTL4zhk_80InPgW_rmxCd7j5lPzJS-x5_9OaVbB-AkmjfRyKXk-iB22t1wZT1SQtpmS_58tpWKx8XVDplVS57sNJuZEYIHtRXwGkqv1a0guEYvHsKQ_5Jz3J9wsyUOK8B97EYvzP-EUEcFYw-i4_YeGiTvdpSKxoFKx29LlWKQ91u4MjomJ6zmwyjCtknzxqCGlNSAjtYgjUj3WH-i0-yhwELZHtb1colrK19YYECkT01EhAhhDjahwtJaOBTSGHshdxwEsxORTEGvASRcZvTKlj5jPaAWdv48g8uogQ%3D%3D,0.0,0.0,0.0,0.0,0.0,"Milano, Italia",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,0,Non_disponibile,Non_disponibile,2023-02-19
Doppio Malto,Restaurant Manager,Villasimìus,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=120&ao=1110586&s=58&guid=0000018669363b8cbf98b6c58eb6c6ed&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2857c5c1&cb=1676802407560&jobListingId=1008411726996&cpc=FF950A86FEA5DF54&jrtk=3-0-1gpkjcetdncdv801-1gpkjceu0i9ic800-25f0b18842154ed5--6NYlbfkN0C0jkC67az_l2JZOdjrYW72hY8OzNLs-wjENDeKvUUf1piesqsELzqPpEuaqx3MAOT8XxSrNo8KMiWEmCwE64iqXZER_DUaiyz6vr7gKoiWxio48tEKulg1RxKgzLQ0m06tGIo75Mo2IICs8gRTmG5ZVRyW73tAfsPXTBjYAYDtGMCeszSS95XIkMpBoUZ5uaic1YPqQ7EUwnyqSrWAZu8LqSXoGM_5lCiQPFYHuX4SnyvS41zRUxydsEhWMJ9fYv8nfJpEy8hxAfS1ETu4Iw4ojnsEIEC_hfn6Cl2F_U0yShsJSdXdfXvxuUnngGAEFw88KdVkxP743dv8eCKghkGJpvtHmW6VdYU9vkNunU-SATukA3JhkW8aBjM6J0sURl1TcUaBW1HT1kSZctPuTH2ySY9fw72ncJf_Sjb8HsOLbwf_M2QkAQR6hSws7WN84suabb4P_SvSlWe-7p0QSOXC2OLlksR7xcw0Kv6nhQCW6NdUmXM9KapVNfjwsVVJ4IXkXgnizTp6M5B9EjwHqNMImF35w7dNzNBudYuXPPPyug-HImH-ZmtOrXgh-Ta817JUbAjwpFKv8_ltHl3NzwIdE3RYXIaT0l4MusvdMuOYFg%3D%3D,0.0,0.0,0.0,0.0,0.0,"Milano, Italia",Sconosciuto,Azienda - Settore privato,Sconosciuto/Non applicabile,0,Non_disponibile,Non_disponibile,2023-02-19
SPECIAL ONE SRL,Area Manager,Cagliari,,23 g,https://www.glassdoor.it/partner/jobListing.htm?pos=121&ao=1110586&s=58&guid=0000018669363b8cbf98b6c58eb6c6ed&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_574fd191&cb=1676802407560&jobListingId=1008430822953&cpc=A0637F14311B9419&jrtk=3-0-1gpkjcetdncdv801-1gpkjceu0i9ic800-39f9c748528df162--6NYlbfkN0Ba8qeVLOHzXD5N35oU45FAhMn2P-ijRswY89fJ8FS84PxS0E-gHNDHChvuOrRX_YYvkmbDHfCUluZar0vfS6MeGZTbPfFrCaVHr_wLDLVDT-kdcSU7ag2rJ5u4aSp-vHJybzA8cmzwaQBXDOilYjcXYS_S4grSlNIen0tC-rVIvryv9DS7HL8Do3wivkX9fWT9tkWo-lvdcs-5K1lf5yaMWpRmWDSJ3o1nAc7hT-Owli-B52Hn9O7a7_qB7qyvaVN3iOdKITUfZINV3VK77alp076MJ5NdjGFux2PnCcv9rqa3EXcLEbwT9hes-Dn60_3m0DJE1wKiHHEjTWYZSdGt9NEdu7PA6gO2it97ocSYaDE7YUhGJNx3Znmd-nVTcSRveNLQ1_zO5uRy3lVvoJnWLvKebfAhMpSc2ZWEI2m4PGV3aHg-dKzyKolpNaT1CE48-QC3KJckBdggsIheiXqZhfSRtqdkBc6RUOEs5itSSYI-PbKRZaNUTOwU3HMu6tGkWUabxcTePQRUuhnAlxB8X0bmlNSrULHeXDR3Og6LEOkFJnKulzrtvFS2RnxVvClB3AqJZpNiyw%3D%3D,,,,,,nan,nan,nan,nan,0,nan,nan,2023-02-19
STUDIO IADEVAUA,Impiegato Ufficio Amministrativo,Cagliari,,7 g,https://www.glassdoor.it/partner/jobListing.htm?pos=122&ao=1110586&s=58&guid=0000018669363b8cbf98b6c58eb6c6ed&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_37a0344f&cb=1676802407560&jobListingId=1008465723382&cpc=B076152010A3B66C&jrtk=3-0-1gpkjcetdncdv801-1gpkjceu0i9ic800-9fee9186316efba4--6NYlbfkN0CxnxVTxbcTQbr_RxwoEGJYgas9PWSER2PvYWlaQrI93oDeA07ENARg3eQcos8R4P7gNwgfj0BimpElbX0kRWdLJtFL0mwFkjXBtunhWA24wPwngvf-7dx7dr2zHG_-VSBb_a4GIVe03oMCKsOhZr6pEV2mpsSbWYy0c9s4nz9ef84_cjdBhJum-iW-oP6fHCx_ozdsXrS6RkuVY5_mwoPQg0IMxAlAmM6jkvDNJsCqP9TbCIUfcQjOWF1Ofw2shg4Kf5wIkiqzY9S6AIlL9nEY3wKYjOZevIedY98IqzW4cWIryBOI5BNtlj4EAVqvVvRmgkIh101mRpo9T5j0Upv-FDthGYzWPlO97zBLU72hyfY-ADVWxAmbLu35avs5eG844rdDcHRSWXPM9Jd-ILYv2_oxjQGCWimm686ChsS4L1ivmC2jiPq32bX3mwzsk5fLWRf6Qei9HlbQ2YXcZ__VvkChdDYhFKuJ-7bWoA8R_ybyD0LFoIVcpXdUtQI4dV5-kfFQ6VvOZYK-e6Ms6PXNl1pYilmFjounP-Ys6iYiN-XofOlUlQHI4ITAmrKKa65tUAG51wxt8g%3D%3D,,,,,,nan,nan,nan,nan,0,nan,nan,2023-02-19
Praticasa s.r.l.,Ingegnere Edile,Cagliari,,8 g,https://www.glassdoor.it/partner/jobListing.htm?pos=123&ao=1110586&s=58&guid=0000018669363b8cbf98b6c58eb6c6ed&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_104deb80&cb=1676802407560&jobListingId=1008464350716&cpc=3164FDD6030E246B&jrtk=3-0-1gpkjcetdncdv801-1gpkjceu0i9ic800-f68669272b330dff--6NYlbfkN0DNPcVbGGihIIcNOLkRYNwMkqkxkRrFr7W8KjyDZ-kp7JL0y_lKLyDSDAQ90z7RPE3zFuTyJxbgAx62mlHFRXt24vTYgDNSAlKwUSzO0pECbTwqbX5zGuSabEeKvC4gt71FsQ62LmRjDM-Qj74mwCy7-HQHPvgLpfk-pvuGfipIObLlcMEI8ucLPxMKp8FXA7hIF3OywV5jHnae1zukdhtv2OcD9pZ2kWWGl22-VN2nLtabjUQsKa6_SJXj_67jJHvDMots3ldLgmxO-J_W6q9ICFwJFds8Z-2YkzvZAK-CflnTejJdl3UVjfIHKuoEgRvIXTAFD_G7yktxB8QQSFVEqwhjtb_Yb-76YaRlUdAX2R4p1dVHt-dYiEYAL2gddNKWBCLsjsWHhbyM1hMMAiVbG0kfhNIeHEVe3P5yTUYbSMaX6H7HSY2DVmqbqWN3AfXRqzPcr4ZpUxDp2k6w91h_YcKYr3hDIoFBEfnPlSJrHE2Dg3cH16Jup3AGOBodptUEnZmoXVM_ug7g8N8tH8Hd76VG3rOoq_Bwsoyaxda0oolTak4y8tQGFkeUMSK_zXg_dqKl4Z0R3UbClWRESxEmPkRcUAGvRqQ%3D,,,,,,nan,nan,nan,nan,0,nan,nan,2023-02-19
Troome limited,Archivista,Sanluri,,4 g,https://www.glassdoor.it/partner/jobListing.htm?pos=124&ao=1136043&s=58&guid=0000018669363b8cbf98b6c58eb6c6ed&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_3cfd4bc9&cb=1676802407560&jobListingId=1008470582353&jrtk=3-0-1gpkjcetdncdv801-1gpkjceu0i9ic800-d47f273102c39c45-,,,,,,nan,nan,nan,nan,0,nan,nan,2023-02-19
Sub Agenzia _ B.S.,Addetto Alle Vendite,Cagliari,,23 g,https://www.glassdoor.it/partner/jobListing.htm?pos=125&ao=1110586&s=58&guid=0000018669363b8cbf98b6c58eb6c6ed&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_1ea6ba07&cb=1676802407560&jobListingId=1008432593851&cpc=D2F1DE17EE1F43B9&jrtk=3-0-1gpkjcetdncdv801-1gpkjceu0i9ic800-1a92d18a0fc30afb--6NYlbfkN0D64B21cF1B4Za9zZUqfbaA-DgeYB7IvNW1IQ_3Or0RfvOwu7E_vhN45L8delFc9WMXaffYtAc7HoqO1v2CcSAZaRYtTHycnc4qJ5Nhgc5DW3WKt0ExOB_AZ5LGAjh1Ak9gS2ljzYRjOhYHWyWfv2S9LNLbsmjk4LQ2u7v2sDxXugAxVEiHhbDTfSCV3D0a9vvTW3mRVGhlFYxKqOYKUVNhnxTPKQVr9s3r4AM_YhOqbsEZVPdp7V_4U1cvw0scqO1gcaB6IRmubck-76pi4tDQD1egzjWjET2tTFX7zHZ2Id45xZ5g4THV8dcl6UOG5BLSjGB1m2GzHt8KDfBc2YruyZbtHp_qLLTxmVJ-aOSkSpLSe1YhOEGLFEF5vbAO9FA01batSGPDLvf9szvvv2UxvXGidqsgQUY0wppDhCY_xQ90vvUt_f-CzlTnZ8zEAERxqUAEU9SO-nZs1j3C6ukEBpRpc1t8Rgpv61dr_F3ajD5gikvFtPLqWA2UClOtOVGqC-psmKuLgC0Jgrz_JqqpfFHIwuWxJL8PeBOExBexnIgJwH42T_mS,,,,,,nan,nan,nan,nan,0,nan,nan,2023-02-19
Formatc LTD,Sviluppatore di Software,Cagliari,,12 g,https://www.glassdoor.it/partner/jobListing.htm?pos=126&ao=1110586&s=58&guid=0000018669363b8cbf98b6c58eb6c6ed&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_169cf252&cb=1676802407560&jobListingId=1008456083865&cpc=82B3195DA92CAF92&jrtk=3-0-1gpkjcetdncdv801-1gpkjceu0i9ic800-abe80a66a432b967--6NYlbfkN0A9GlHWjlEQYaqxbaEmdCCe5JRS0tXTKY8eeesCJbOk-nakqqZT-eMYxM1sQHDRCiGqJZfjXzux2xc0Jyq0l_P39X_RuMIi6qX1S3_iYumya7euYhoBuhKctM7fNy03IXABs2gTTAQ6Gr5fpSlYl0cYxSnrqVpgkX-8SMnwzmEuvGnZ9If5NLvQu9iqRhKm98LkKw8yi7WqT7WtwiowrQMrlEFaxPUDZmpeFiFSEPkOIXLVJ1PCGTtJS79Ks-2AA-XT-6A1e92Xdlup0tNIp_EpH9waOA5JYeHtSV7mxo6RFmGqTC0rhbiebwThoAYVERAWYaHVz7pDkU7SmkzoeWRzz9Y3Ib0NNFXLA_PNSO13wjSLNlzAUqn82XRwV-JNL9-hhGfy8A-LYamdeB0kmgz-aDpq5z5Jc5lj4Ge6l6kVzd5sGZ8juBJFW1Jc4YWen0OvfiLtmuNgEb9pglrGjwQUmmd6OFwyh7YCnJbZo2PAIvQcGQYaKbldgoh-k0aUG7MD8j0eraXzOo5AP-aSVwHmGNCNunjaYJ-AzIiGM7yuXQbM3YFij0UGFGJ8_HwHwA7TGCG1ihrH0Q%3D%3D,,,,,,nan,nan,nan,nan,0,nan,nan,2023-02-19
Kiron Partner SpA,Consulente,Muravera,,1 giorno fa,https://www.glassdoor.it/partner/jobListing.htm?pos=127&ao=1110586&s=58&guid=0000018669363b8cbf98b6c58eb6c6ed&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8ca1ee49&cb=1676802407560&jobListingId=1008480031364&cpc=8D52E76475A7E842&jrtk=3-0-1gpkjcetdncdv801-1gpkjceu0i9ic800-ad77b64a3ebbfc7b--6NYlbfkN0BE6bupDS-RBnEL_a2idrN8K6uDJC13dKKnD4MEJF20IB3vwqzzjmyk4QPmyw3i7OJtUyrR_GLFhEtt7_eJdpSESzDJg2iqpWIVYnNGe0r6kthRK3POqYkR6zOdtSNczY9wJGRFV-poh_GNa0xrOP5nBeAKj_eTGEcMfIxcgeAcoYAveGO8viL4Gs6u1DtiJxREE0mo6bt7pZBFCJarPzgbz_hkW6EuBESPsabOC7G4vSeSGN0Bn0PmL96grp0rJB_8z0GNQFx4KYPDSNBKfW2B2XMiLCMQmzDIjsXmGTHsAowbFheBxcot1ttA3P0oRZg-wrySPim0u0HJ7EFFKEvYI1LWQpgBML8Ve6-3o06dRBPpkuYNzVw5tiIQjZGsL5-q6RVN6dtsisvuODxL9dIk-EjcINXX6E0oc19wzPZBe0vGirEvOC-ffhzbjtIE4PQVRKxpnuvwTYyX0l_98jkwlHLT6sQmGIOMjzYxNj2Usodwq8HAGwcOt_vfipimj4cVRImn94ECiiUDMyg3lD7zOOPkiMuxFCJi_Mdb8UymDCwmvNFFsBakALgAUXqoK3_zzoHv20-tpw%3D%3D,,,,,,nan,nan,nan,nan,0,nan,nan,2023-02-19
